;coderesp;securityid;birthyearr;control1;control3;control3_txt;s11;polint;part;nonvote_01;nonvote_02;nonvote_03;nonvote_04;nonvote_05;nonvote_06;nonvote_07;nonvote_08;nonvote_09;nonvote_10;nonvote_98;party15;vote1;vote1a;vote1b;vote1c;importance1;reason1acc1;reason1acc1_01;reason1acc1_02;reason1acc1_03;reason2acc1;reason2acc1_01;reason2acc1_02;reason2acc1_03;reason2acc1_04;reason1den1;reason1den1_01;reason1den1_02;reason1den1_03;reason1den1_04;reason2den1;reason2den1_01;reason2den1_02;reason2den1_03;reason2den1_04;vote2;vote2a;vote2b;vote2c;importance2;reason1acc2;reason1acc2_01;reason1acc2_02;reason1acc2_03;reason2acc2;reason2acc2_01;reason2acc2_02;reason2acc2_03;reason1den2;reason1den2_01;reason1den2_02;reason1den2_03;reason1den2_04;reason2den2;reason2den2_01;reason2den2_02;reason2den2_03;reason2den2_04;trust_1;trust_2;trust_3;trust_4;trust_5;trust_7;trust_8;trust_9;trust_10;trust_21;trust_22;trust_25;trust_29;trust_31;trust_55;trust_63;lrsp;value2;value3;value6;value9;value12;value15;difficul1;dectime1;argu1_1;argu1_2;argu1_3;argu1_4;argu1_5;argu1_6;difficul2;dectime2;argu2_1;argu2_2;argu2_3;argu2_4;argu2_5;argu2_6;zusatz1a301125_1;zusatz1a301125_2;zusatz1a301125_3;zusatz1a301125_4;zusatz1a301125_5;zusatz2a301125_1;zusatz2a301125_2;zusatz2a301125_3;zusatz2a301125_4;zusatz2a301125_5;zusatz2a301125_6;zusatz2a301125_7;zusatz2a301125_8;zusatz2a301125_9;zusatz2a301125_10;zusatz2a301125_11;zusatz2a301125_12;zusatz2a301125_13;zusatz2a301125_14;zusatz3a301125_1;zusatz3a301125_2;zusatz3a301125_3;zusatz3a301125_4;online;mediause_1;mediause_3;mediause_4;mediause_5;mediause_6;mediause_7;mediause_8;mediause_9;mediause_10;mediause_11;mediause_13;mediause_14;mediause_15;mediause2_1;mediause2_2;mediause2_3;mediause2_4;mediause2_5;mediause2_6;mediause2_7;mediause2_8;mediause_12;mediause_2;discus;votewie;part2;partya;citizenrepa;originparents;confessd;confessr;cult;educ;acti;actiprev;s17jobposition;workload;s17sector;mainearner;educmain;actimain;income;incomeprecariat;habitat;gewvorl1;gewvorl2;unused;sprachreg3;agglo2020;grossreg;;;;;;
21;10860;2.02511E+15;1962;;;;1;1;1;;;;;;;;;;;;2;2;99999998;2;99999998;3;;;;;;;;;;Unklare Ausrichtung: armeefreundlich aber gesamtgesellschaftlich?;900;;;;Verpflichtung Frauen noch ungerecht;503;;;;1;4;99999998;99999998;5;Erben hat nichts mit Leistung zu tun;301;;;Viel erben ist ungerecht;301;;;;;;;;;;;;;8;6;6;4;7;6;4;5;4;4;4;2;5;7;5;4;2;2;3;4;1;3;1;2;2;2;4;3;2;2;3;1;1;1;2;1;3;4;4;2;2;4;3;2;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;2;2;2;1;6;0;2;2;2;2;3;3;3;2;1;0;0;5;1;2;2;1;3;5;6;2;6;4;1;10;2;1;2;1;1;4;52;3;99999998;32;10;2;1;99999998;99999998;12;1;2;0.367746167;0.342751875;0;1;1;6;;;;;;
22;10873;2.02511E+15;1969;;;;1;1;1;;;;;;;;;;;;1;2;99999998;2;99999998;3;;;;;;;;;;nicht umsetzbar;103;;;;zu teuer;301;;;;2;99999998;4;99999998;10;;;;;;;;;Wohlstandsverlust;200;;;;Neiddebatte;103;;;;7;6;3;3;7;7;0;7;0;7;0;5;4;3;0;8;8;6;4;1;1;1;4;1;1;1;2;4;1;4;2;1;1;4;4;4;1;1;1;4;4;1;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;2;10;7;0;0;6;6;5;4;2;0;0;0;0;0;2;0;2;0;8;0;0;0;6;1;1;10;1;1;1;1;2;4;51;1;99999998;11;10;1;3;99999998;99999998;14;1;2;0.956354003;1.021418019;0;1;1;6;;;;;;
23;12572;2.02511E+15;1976;;;;1;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;2;;;;;;;;;;unklar, Komische Ziele;103;;;;zu viel Staat ist schlecht;900;;;;3;99999998;99999998;8;2;;;;;;;;;;;;;;;;;;;3;5;5;7;5;2;3;2;1;0;7;1;5;0;0;0;9;6;2;6;3;1;1;2;3;4;4;3;1;2;1;8;8;8;8;8;8;8;8;98;98;98;98;98;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;4;4;2;10;2;8;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;6;0;6;2;2;5;2;8;1;1;1;1;1;2;32;3;99999998;98;22;1;3;99999998;99999998;2;2;1;0.066835715;0.066640713;0;1;1;5;;;;;;
24;11295;2.02511E+15;1974;;;;1;4;2;0;0;0;0;1;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;3;3;3;4;3;3;1;2;2;3;1;2;3;1;1;2;7;9;9;9;9;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;4;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;3;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;16;1;1;1;1;1;97;3;99999998;33;10;2;1;99999998;99999998;9;1;2;2.209579966;2.208858914;0;1;1;4;;;;;;
25;12005;2.02511E+15;1954;;;;1;1;1;;;;;;;;;;;;1;2;99999998;4;99999998;0;;;;;;;;;;Nicht durchdacht;103;;;;Es war nicht Ziel Orientiert;103;;;;2;99999998;4;99999998;0;;;;;;;;;Eine Zwängerei der Linken;103;;;;Die Initianten sollten erst einmal Arbeiten und nicht den Arbeitenden das Geld wegnehmen.;103;;;;7;7;5;5;7;5;2;2;2;5;5;6;4;4;2;6;8;6;4;5;2;5;3;1;1;1;1;3;3;2;2;1;1;3;4;4;1;3;3;2;2;1;2;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3;1;1;3;8;5;2;2;7;2;4;3;3;3;0;0;0;1;1;5;1;0;8;5;4;0;2;3;1;10;1;1;1;2;;99999998;32;7;3;32;10;1;1;99999998;99999998;7;1;1;1.048305252;0.90508581;0;1;1;3;;;;;;
26;10772;2.02511E+15;1982;;;;2;1;1;;;;;;;;;;;;1;2;99999998;4;99999998;7;;;;;;;;;;Weil Frauen, Frauen bleiben sollen und Männer Männer sein sollen und nicht verweichlichen.;599;;;;;999;;;;2;99999998;4;99999998;10;;;;;;;;;Völliger Blödsinn!;103;;;;;999;;;;7;9;7;1;2;7;3;7;0;7;0;2;0;0;0;4;9;5;5;1;2;1;2;1;1;1;1;4;1;4;4;1;1;4;4;4;1;1;1;4;4;1;1;4;1;1;1;0;1;0;0;1;1;0;1;0;0;0;2;3;3;1;1;0;0;8;7;0;2;7;0;0;98;0;0;2;5;5;2;9;9;0;1;8;8;0;5;1;8;1;2;2;1;5;5;52;3;99999998;33;23;2;2;51;3;13;1;1;1.14728585;1.091839742;0;1;1;4;;;;;;
27;13436;2.02511E+15;1952;;;;1;3;1;;;;;;;;;;;;16;2;99999998;4;99999998;9;;;;;;;;;;Juso;103;;;;;999;;;;2;99999998;4;99999998;9;;;;;;;;;;999;;;;;999;;;;9;98;1;2;3;1;1;2;0;1;0;1;0;1;0;1;5;5;1;1;1;1;4;1;1;8;8;1;8;8;8;1;1;8;8;8;8;8;8;98;98;98;98;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98;98;98;1;2;98;98;9;98;1;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;5;0;8;5;2;10;18;1;1;1;2;5;32;7;3;32;10;1;1;99999998;99999998;2;2;2;1.052319021;1.085965024;0;1;1;3;;;;;;
28;11533;2.02511E+15;1967;;;;1;2;1;;;;;;;;;;;;4;2;99999998;4;99999998;0;;;;;;;;;;macht keinen Sinn, hält zu viele von der  Arbeit fern, kostet zu viel;302;301;;;;999;;;;2;99999998;4;99999998;8;;;;;;;;;Die Reichen  die Firmen haben, investieren und schaffen Arbeitsplätze, mit der Steuer, wäre das nicht mehr  so gewesen;201;;;;Juso ist immer zu extrem;103;;;;7;98;3;4;5;7;5;3;98;0;0;5;3;5;0;5;5;4;4;2;1;4;2;1;1;4;4;2;2;4;1;1;1;3;3;4;2;1;1;3;1;4;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;98;2;2;3;1;10;98;5;0;2;5;0;2;0;0;8;0;5;0;5;0;5;5;0;10;2;10;4;1;10;4;1;1;1;2;1;32;9;3;33;22;1;4;51;3;14;1;2;0.671136584;0.680803338;0;1;1;2;;;;;;
29;13128;2.02511E+15;1939;;;;2;2;1;;;;;;;;;;;;9;2;99999998;1;99999998;2;;;;;;;;;;zu wenig durchdacht;103;;;;Frau kann nicht einfach auf Befehl von der Familie abgezogen werden.;502;;;;2;99999998;2;99999998;5;;;;;;;;;Folgen nicht durchdacht;103;;;;Folgen absolut unklar;103;;;;6;5;98;7;4;6;4;4;5;2;0;1;1;8;6;2;6;6;3;3;8;2;3;2;2;2;4;3;1;1;1;2;2;2;8;8;1;2;1;4;4;98;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;98;98;98;2;6;6;0;5;0;0;0;0;5;0;0;0;0;98;98;98;98;98;9;98;6;0;98;1;1;10;9;1;1;1;1;2;97;7;8;99999998;98;99999998;2;51;7;10;1;2;1.238784779;1.164275293;0;1;2;2;;;;;;
30;10387;2.02511E+15;1974;;;;2;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;0;;;;;;;;;;Zu grosse Kosten und Probleme für die Firmen;301;302;;;;999;;;;2;99999998;4;99999998;0;;;;;;;;;Man kann keine Firmen ruinieren und bin nicht für das Klima, wenn dann für solche Probleme in unserem Land AHV Berghilfe etc.;203;402;;;;999;;;;0;0;0;98;5;98;98;98;98;98;98;98;6;0;0;98;8;6;4;6;1;1;9;1;1;4;4;4;1;1;8;1;1;8;4;4;4;4;4;4;4;4;4;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;98;98;98;98;1;3;0;0;0;0;0;6;0;0;6;0;6;0;98;98;98;98;98;98;98;98;0;3;2;1;10;16;1;1;2;;99999998;32;3;99999998;32;10;8;1;99999998;99999998;98;2;1;1.159742323;1.103694218;0;1;2;4;;;;;;
31;10053;2.02511E+15;1942;;;;1;1;1;;;;;;;;;;;;4;1;4;99999998;99999998;5;Gleichstellung;201;;;;999;;;;;;;;;;;;;;1;2;99999998;99999998;5;Wegen meinen Nachkommen;304;;;;999;;;;;;;;;;;;;8;8;7;6;7;8;8;6;9;9;4;5;7;7;6;5;6;4;4;1;1;5;1;1;1;1;1;1;2;4;4;1;1;1;2;2;4;4;4;1;2;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;2;5;6;3;2;2;1;3;1;4;0;2;1;3;0;1;3;3;2;5;3;3;3;4;3;1;10;4;1;1;1;2;4;32;7;3;32;10;1;3;99999998;99999998;7;2;1;0.774922256;0.814810833;0;1;2;6;;;;;;
32;11352;2.02511E+15;1963;;;;2;1;1;;;;;;;;;;;;3;2;99999998;4;99999998;98;;;;;;;;;;nicht machbar, zu grosse Bürokratie, Kultur in CH: helfen  auf freiwilliger Basis;306;601;;;;999;;;;2;99999998;4;99999998;9;;;;;;;;;reiche ziehen weg, Betriebe können evtl. nicht Fortbestehen.;202;203;;;Juso;103;;;;9;8;8;3;9;7;1;9;98;98;3;9;3;2;0;8;8;6;4;2;5;9;4;1;1;4;4;4;1;8;4;1;1;4;4;4;1;1;1;98;4;3;2;3;1;1;1;1;1;0;0;1;0;1;1;0;0;0;2;2;2;2;3;9;7;2;2;2;2;0;7;1;6;0;0;0;2;0;0;0;0;5;0;5;0;9;2;1;10;1;1;1;1;1;2;52;3;99999998;31;21;1;1;99999998;99999998;12;1;1;1.066509599;1.014967251;0;1;1;4;;;;;;
33;17349;2.02511E+15;1970;;;;2;1;1;;;;;;;;;;;;12;2;99999998;4;99999998;8;;;;;;;;;;;502;;;;;999;;;;2;99999998;4;99999998;8;;;;;;;;;;999;;;;;999;;;;8;8;7;1;5;9;8;8;4;6;2;98;2;1;1;8;8;6;5;1;5;5;3;2;8;2;3;4;1;1;2;2;8;2;4;4;1;8;2;4;3;2;1;4;1;0;0;0;1;0;0;0;1;0;0;0;0;0;2;4;3;3;3;3;2;7;6;6;1;2;5;5;4;1;1;1;1;1;1;8;2;1;8;8;1;1;4;1;10;12;1;1;1;9;9;32;8;98;99999998;10;99999998;2;51;1;5;1;2;1.120862154;1.053445388;0;1;3;2;;;;;;
34;13822;2.02511E+15;1965;;;;2;1;1;;;;;;;;;;;;4;2;99999998;4;99999998;6;;;;;;;;;;Zu viele Personen fehlen am Arbeitsplatz;302;;;;Für alleinerziehende personen ist die Unterbringung ihrer Kinder ungeklärt;599;;;;2;99999998;4;99999998;3;;;;;;;;;zu extrem;103;;;;Unklar wie der Gewinn/ Ertrag zur Bekämpfung des Klimawandels eingesetzt würden.;399;;;;5;5;5;4;5;0;7;7;9;0;4;4;9;9;0;6;5;6;2;2;1;1;1;1;1;4;4;3;1;8;1;1;1;4;3;4;2;3;1;4;2;4;1;2;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;4;4;3;2;7;7;9;0;0;1;0;0;0;8;0;0;0;1;0;0;0;0;7;0;9;0;0;2;1;10;5;1;2;1;2;2;52;3;99999998;33;21;2;3;99999998;99999998;13;1;2;0.654123554;0.675037975;0;1;3;3;;;;;;
35;13528;2.02511E+15;1970;;;;2;1;1;;;;;;;;;;;;2;2;99999998;4;99999998;7;;;;;;;;;;Benachteiligung der Frauen Gefährudung des Zivildienstes;503;299;;;Unklarheit, wie die Vorlage umgesetzt würde;103;;;;1;4;99999998;99999998;9;Ressourcen für Klimaschutz generieren, der grösser werdenen Kluft zwischen Arm und Reich etwas entgegensteuern;201;301;;Der soziale Gedanke, eine Gesellschaft ist stabiler, wenn Vermögen mehr verteilt ist;301;;;;;;;;;;;;;6;6;6;6;3;5;8;98;10;5;9;3;10;9;8;5;1;1;1;6;1;2;1;1;1;2;4;4;8;8;2;1;1;1;1;1;3;4;3;3;2;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;98;98;2;2;2;10;0;6;3;2;2;2;2;0;0;0;0;0;98;98;98;98;98;5;5;5;0;0;3;1;10;2;1;1;1;1;2;52;3;99999998;33;22;2;3;99999998;99999998;9;1;1;0.345737985;0.283565745;0;1;1;2;;;;;;
36;13827;2.02511E+15;1998;;;;2;2;1;;;;;;;;;;;;17;2;99999998;4;99999998;7;;;;;;;;;;Kosten,  unrealistische Umsetzung, solange keine Gleichstellung (z.B. Lohn) Nein zu Pflicht für Frauen;301;503;;;;999;;;;2;99999998;4;99999998;7;;;;;;;;;neue Abgaben würden wohlhabende vertreiben--> Steuerdefizit;202;;;;;999;;;;6;6;7;5;7;7;8;8;7;2;2;5;10;10;7;8;4;5;3;4;1;4;4;1;1;3;3;4;1;3;2;1;2;3;2;4;1;3;1;3;1;4;3;2;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;2;1;1;1;7;0;10;8;0;0;0;0;0;0;0;9;0;8;6;6;0;0;7;0;7;8;0;2;1;10;9;1;1;2;;99999998;52;3;99999998;33;10;1;1;99999998;99999998;7;1;1;1.106038825;1.141402423;0;1;2;3;;;;;;
37;13076;2.02511E+15;1972;;;;2;2;2;0;0;0;1;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;2;3;3;4;2;4;4;4;3;1;4;4;5;2;5;2;6;5;5;2;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;3;2;1;0;0;1;0;1;1;1;0;0;0;1;1;0;0;2;3;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;2;1;1;1;1;2;97;1;99999998;11;10;1;2;97;3;14;2;1;1.347730007;1.347728122;0;1;1;2;;;;;;
38;10804;2.02511E+15;1960;;;;2;1;1;;;;;;;;;;;;5;1;2;99999998;99999998;2;Damit sich das Geschlechterverhältnis verändert und Frauen gleichgestellt sind;201;;;;999;;;;;;;;;;;;;;1;4;99999998;99999998;10;Damit Geld für Klimaschutzmassnahmen da ist;201;;;;999;;;;;;;;;;;;;3;6;4;10;0;5;8;0;10;5;5;0;10;10;7;0;1;1;1;3;1;6;1;1;2;1;3;1;3;3;3;1;1;1;1;1;4;4;4;1;1;4;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;2;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;5;0;0;2;1;10;5;2;2;1;1;2;52;1;99999998;12;22;1;1;99999998;99999998;14;1;2;0.535181022;0.508578215;0;1;1;5;;;;;;
39;13074;2.02511E+15;1973;;;;2;2;1;;;;;;;;;;;;3;2;99999998;4;99999998;8;;;;;;;;;;Kosten für den Steuerzahler;301;;;;Falsche Eindruckm Gleichheit Mann und Frau;503;;;;2;99999998;4;99999998;5;;;;;;;;;Gegen meiner Konzeption der Freiheit;900;;;;Risiko, dass die betroffenen Peronen in Steuerparadies auswandern;202;;;;6;6;5;1;5;5;1;5;4;6;2;5;4;2;1;5;7;3;4;1;3;4;4;1;1;2;4;4;1;2;2;1;1;2;4;4;2;2;2;2;2;2;2;3;1;1;0;0;1;1;1;1;1;0;0;0;0;0;2;1;1;2;3;8;8;7;0;0;0;7;0;0;0;0;0;0;5;5;5;0;8;5;1;8;8;8;3;1;10;3;2;2;2;;99999998;52;3;99999998;33;10;2;3;99999998;99999998;15;1;2;0.893496877;0.839755505;0;1;1;2;;;;;;
40;15335;2.02511E+15;1984;;;;8;3;2;0;0;0;1;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;5;3;5;5;5;5;7;5;5;2;8;9;8;5;3;2;2;5;1;5;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;4;4;2;2;0;0;0;1;1;1;1;1;0;0;1;1;0;0;2;3;4;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;2;2;2;8;;99999998;52;3;99999998;33;22;2;1;99999998;99999998;7;2;2;1.283968158;1.283966362;0;1;2;2;;;;;;
41;13680;2.02511E+15;1966;;;;2;1;1;;;;;;;;;;;;1;2;99999998;4;99999998;0;;;;;;;;;;Es gibt wichtigere Probleme;103;;;;;999;;;;2;99999998;4;99999998;2;;;;;;;;;unverhältnismässig;103;;;;;999;;;;1;1;3;1;4;4;0;3;1;3;0;3;1;2;0;6;8;6;4;2;3;1;3;1;1;4;4;4;1;1;4;1;1;4;4;4;1;1;1;4;4;4;2;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;98;2;3;2;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;5;1;10;1;1;1;2;;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;2;2;0.801845932;0.82748351;0;1;3;3;;;;;;
42;16138;2.02511E+15;1952;;;;1;2;1;;;;;;;;;;;;2;2;99999998;4;99999998;98;;;;;;;;;;;999;;;;;999;;;;2;99999998;2;99999998;98;;;;;;;;;;999;;;;;999;;;;8;6;6;3;0;6;8;4;7;5;98;3;6;8;8;6;2;1;1;3;2;1;2;1;1;8;8;4;1;3;1;1;1;2;2;2;2;3;3;4;3;4;3;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;2;3;2;3;8;8;7;2;2;2;5;2;5;2;2;5;5;4;2;2;1;0;5;4;8;2;8;4;1;5;2;1;1;1;2;9;52;7;3;32;10;2;1;99999998;99999998;7;2;2;1.133894188;1.118712874;0;1;1;1;;;;;;
43;12605;2.02511E+15;1969;;;;1;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;6;;;;;;;;;;;999;;;;;999;;;;2;99999998;8;99999998;7;;;;;;;;;zu radikal;103;;;;;999;;;;7;5;7;4;7;7;5;7;7;7;3;6;6;6;4;7;7;3;3;2;2;2;3;2;1;2;2;1;3;3;4;1;1;3;2;3;2;3;2;2;3;3;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;2;2;6;6;6;4;4;4;4;4;4;4;2;2;2;0;3;6;3;3;8;5;8;3;3;3;1;7;1;1;1;1;1;2;32;3;99999998;33;10;1;1;99999998;99999998;8;1;2;0.684396599;0.643232032;0;1;3;2;;;;;;
44;11277;2.02511E+15;1962;;;;2;1;1;;;;;;;;;;;;2;2;99999998;3;99999998;5;;;;;;;;;;Gleichstellung Frau-Mann soll zuerst in anderen Bereichen erreicht werden. Frauen leisten viel unbezahlte Care-Arbeit ist schon ein Dienst an die Gesellschaft.;503;;;;Für Pflege und Betreuungsarbeit braucht es  ausgebildetes Personal;305;;;;2;99999998;2;99999998;5;;;;;;;;;zu extrem. Vermögenssteuer erhöhen wäre wichtig, aber mit einem anderen Modell;103;;;;Sie hätte gewissen KMU in eine schwierige Situation gebracht( Vermögen im Unternehmen gebunden);203;;;;9;9;8;8;8;9;8;7;9;7;5;5;9;10;5;7;2;1;1;3;1;5;1;1;2;2;3;4;2;4;2;1;2;2;2;2;2;3;2;4;2;4;2;3;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;98;3;98;2;10;0;3;3;0;0;10;8;0;0;0;0;0;2;98;98;98;98;9;98;8;0;0;2;1;10;2;1;1;1;1;4;52;1;99999998;12;22;1;1;99999998;99999998;10;1;2;0.761588492;0.705615797;0;1;2;2;;;;;;
45;11438;2.02511E+15;1958;;;;2;2;1;;;;;;;;;;;;4;2;99999998;4;99999998;5;;;;;;;;;;Nicht notwendig;103;;;;;999;;;;2;99999998;4;99999998;5;;;;;;;;;zu grosser Eingriff in Privatangelegenheiten;900;;;;;999;;;;6;4;5;5;5;5;6;5;5;6;4;4;6;5;4;4;5;5;4;2;3;4;3;1;2;2;2;2;2;2;3;1;2;3;3;3;2;2;2;2;3;2;1;4;1;0;1;0;0;0;0;0;1;0;1;0;0;0;2;2;1;2;2;5;7;9;6;1;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;8;0;0;3;1;9;1;1;2;1;1;2;32;7;3;33;10;1;1;99999998;99999998;5;2;2;0.968785576;0.921966041;0;1;2;4;;;;;;
46;13995;2.02511E+15;1981;;;;2;2;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;6;4;5;5;7;9;9;8;5;2;7;5;8;2;5;6;6;4;2;1;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;4;2;4;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;2;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;4;1;1;1;1;4;52;8;98;99999998;22;99999998;3;99999998;99999998;7;2;2;1.44701623;1.445801438;0;1;2;5;;;;;;
47;12893;2.02511E+15;1969;;;;2;2;1;;;;;;;;;;;;17;2;99999998;4;99999998;3;;;;;;;;;;Frauen leisten schon ein Leben lang sehr viel und oft unbezahlt oder unterbezahlt für Mitmenschen und Staat;503;;;;Organisation und Kosten, die für andere Diesnte verwendet werden könnten. Z.B. Nothilfekurse in der Grundausbildung usw.;306;;;;2;99999998;4;99999998;1;;;;;;;;;zu populistisch und nicht fertiggedacht. Reiche, die Gutes tun und Reiche, die keine Skrupel haben, den Steuersitz zu wechseln, werden in den gleichen Topf geworfen.;103;;;;Reichen-Bashing. (Ich zähle nicht zu den Reichen, will es auch nicht werden.;103;;;;9;9;7;7;4;7;6;6;7;8;4;3;7;9;7;6;6;4;1;2;1;4;2;1;3;2;3;4;1;2;2;1;3;1;3;3;2;2;1;4;4;98;1;4;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;2;1;2;1;0;0;10;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;9;0;0;3;1;10;2;1;2;1;1;6;52;3;99999998;33;10;2;1;99999998;99999998;11;1;1;0.716991804;0.673866726;0;1;3;2;;;;;;
48;11602;2.02511E+15;1941;;;;1;1;1;;;;;;;;;;;;4;1;4;99999998;99999998;8;Ich habe Militärdienst geleistet und bin der Meinung, dass es jungen Männern gut tut, etwas für das Volk zu tun;401;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;0;;;;;;;;;war total übertrieben. Eine moderate Vorlage hätte mehr Chancen gehabt.;103;;;;;999;;;;8;5;5;5;0;8;0;0;5;8;0;0;5;8;0;0;5;2;3;1;1;5;3;1;1;1;3;1;3;3;4;1;1;3;4;4;2;2;8;2;4;1;1;4;1;1;0;1;1;1;1;1;1;0;1;1;0;0;2;2;2;3;2;10;5;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;98;9;98;98;0;0;2;1;5;4;1;1;1;2;6;33;7;3;31;10;1;1;99999998;99999998;5;1;2;0.416495247;0.473177423;0;1;1;2;;;;;;
49;17338;2.02511E+15;1953;;;;1;2;1;;;;;;;;;;;;16;2;99999998;4;99999998;1;;;;;;;;;;fand die Vorlage unnötig;103;;;;Sehe keinen Grund für einen Service Citoyen;199;;;;2;99999998;4;99999998;0;;;;;;;;;;999;;;;;999;;;;4;2;1;6;2;3;2;2;2;2;0;0;2;4;2;3;4;2;3;2;3;2;3;1;1;3;2;3;2;3;2;1;1;2;4;3;2;2;2;3;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;2;2;9;7;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;6;0;0;0;7;4;1;10;16;1;1;1;1;2;60;7;1;11;10;1;1;99999998;99999998;6;1;2;1.064036443;1.000037587;0;1;1;2;;;;;;
50;13501;2.02511E+15;1942;;;;2;2;1;;;;;;;;;;;;4;2;99999998;4;99999998;2;;;;;;;;;;Kosten;301;;;;Umsetzung unmöglich;103;;;;2;99999998;4;99999998;3;;;;;;;;;;999;;;;;999;;;;10;10;7;6;8;9;7;7;8;0;8;7;9;9;6;9;5;6;1;1;1;1;1;1;1;2;2;3;1;3;1;1;1;2;2;3;1;3;1;3;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;8;9;5;2;2;2;2;4;3;0;0;0;0;0;0;5;0;0;8;0;5;0;4;3;1;10;3;1;1;1;2;9;22;7;3;33;22;1;2;51;7;9;1;1;1.011097396;1.043425413;0;1;2;3;;;;;;
