"CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","IMPORTANCE1","VOTE2","VOTE2A","VOTE2B","VOTE2C","REASON1ACC2","REASON1ACC2_01","REASON1ACC2_02","REASON1ACC2_03","REASON2ACC2","REASON2ACC2_01","REASON2ACC2_02","REASON2ACC2_03","REASON1DEN2","REASON1DEN2_01","REASON1DEN2_02","REASON1DEN2_03","REASON1DEN2_04","REASON2DEN2","REASON2DEN2_01","REASON2DEN2_02","REASON2DEN2_03","REASON2DEN2_04","IMPORTANCE2","VOTE3","VOTE3A","VOTE3B","VOTE3C","REASON1ACC3","REASON1ACC3_01","REASON1ACC3_02","REASON1ACC3_03","REASON2ACC3","REASON2ACC3_01","REASON2ACC3_02","REASON2ACC3_03","REASON1DEN3","REASON1DEN3_01","REASON1DEN3_02","REASON1DEN3_03","REASON2DEN3","REASON2DEN3_01","REASON2DEN3_02","REASON2DEN3_03","IMPORTANCE3","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_11","TRUST_25","TRUST_30","TRUST_31","TRUST_43","TRUST_55","TRUST_56","TRUST_57","LRSP","VALUE1","VALUE2","VALUE3","VALUE4","VALUE5","VALUE6","VALUE7","VALUE8","VALUE9","VALUE10","VALUE11","VALUE12","VALUE13","VALUE14","VALUE15","VALUE16","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ZUSATZEFD","DIFFICUL2","DECTIME2","ARGU2_1","ARGU2_2","ARGU2_3","ARGU2_4","ARGU2_5","ARGU2_6","DIFFICUL3","DECTIME3","ARGU3_1","ARGU3_2","ARGU3_3","ARGU3_4","ARGU3_5","ARGU3_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","GEWVORL2","GEWVORL3"
10830,"20230618.52228.231",1978,,,"",2,1,1,,,,,,,,,,,,6,1,4,,,"Ich war davon überzeugt",12,,,"",99,,,,"",,,,"",,,5,2,,2,,"",,,,"",,,,"Ich bin für den Klimaschutz, doch die Tragweite der Vorlage überzeugte mich nicht ganz. Im Kanton Aargau läuft bereits ein Förderprogramm zur energetischen Sanierung von Gebäuden.",26,,,,"Unklarheiten bzgl. der Details",90,,,,6,2,,2,,"",,,,"",,,,"Negative Folgen der staatlichen Vorgaben je nach Personen / Verantwortlichen, welche diese umsetzen",29,,,"Unzufriedenheit bei einzelnen Umsetzungen des Gesetzes während der Covid-Zeit. Gefahr des Missbrauchs",24,22,,6,5,6,3,3,4,5,5,5,3,5,2,4,5,5,2,98,4,5,3,3,3,3,3,3,3,3,2,5,4,2,3,4,3,3,8,8,2,2,2,2,2,3,1,8,8,2,2,8,3,3,4,2,2,2,2,8,8,8,8,1,8,5,8,10,7,0,0,98,1,6,0,1,98,4,0,2,2,2,1,98,5,2,7,8,1,8,98,2,3,3,3,5,98,3,4,3,2,98,0,1,1,,,,,5,0,1,1,0,0,0,,,,,0,0,,,,,,0,1,1,0,3,3,0,2,0,6,6,1,2,1,1,7,52,98,,,10,,2,52,98,98,1,2,1.57699683962269,1.56235184478605,1.69791961236465
15729,"20230618.65265.231",1950,,,"",2,1,1,,,,,,,,,,,,9,1,4,,,"",99,,,"",,,,,"",,,,"",,,4,1,4,,,"Muss endlich mehr getan werden.",45,,,"",99,,,"",,,,,"",,,,,10,2,,4,,"",,,,"",,,,"Weniger Bevormundung, keine Impfpflicht mehr. Keine Schliessung von Fitnesscenter etc. war für die Gesundheit ist",27,42,56,"",99,,,3,3,4,4,3,8,3,3,3,9,5,5,1,10,8,1,1,7,3,2,2,2,4,2,6,5,1,1,3,6,6,4,5,2,2,1,1,2,2,2,3,1,4,1,1,1,1,2,1,3,3,4,1,1,3,3,4,4,4,3,2,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,1,10,2,2,1,1,1,1,1,5,5,5,1,1,0,0,0,,,,,0,0,0,5,0,0,0,,,,,0,0,,,,,,0,0,0,0,5,5,5,5,0,9,9,1,1,2,,,32,7,3,33,10,1,1,,,3,2,1,0.444920316803402,0.380835934394375,0.502613911739148
12400,"20230618.56351.231",1961,,,"",1,1,1,,,,,,,,,,,,12,2,,8,,"",,,,"",,,,,"Skepsis gegenüber internationalen Besteueruungen und Sachzwängen",35,,,"",99,,1,2,,4,,"",,,,"",,,,"95% der Klimaforscher sehen hinter der Erwärmung nicht CO2 als Hauptursache. Der CO2 Gehalt in der Atmosphäre folgt gemäss aller verfügbarer Daten exakt der Klimaerwärmung und nicht umgekehrt. Haupttreiber scheint die Sonnenaktivität zu sein, die Zyklenhaft grösser und kleiner ist.",43,,,,"Das Klimagesetz ist ein Etikettenschwindel. Es wird nicht die Erwärmung des Klimas verhindern können, sondern dem Bundesrat die Möglichkeit geben, die Bürger höher zu besteuern.",43,,,,10,2,,4,,"",,,,"",,,,"Die Corona-Massnahmen haben um Welten mehr zerstört, als dass sie Menschen geschützt haben. Gesundheitlich, wirtschaftlich, , zwischenmenschlich, psychologisch und bezüglich Abbau der verfassungsmässig geschützen Grundrechte. Der Bundesrat bekommt mit dieser Vorlage auf weitere Zeit hin die Vollmacht, solch falsche und fatale Massnahmen zu wiederholen. Es braucht dringend eine genaue Aufarbeitung statt eine Verlangerung der Zementierung.",55,24,25,"",99,,,10,0,2,2,1,0,5,2,2,0,0,0,0,3,8,0,9,0,5,5,6,4,6,6,1,6,6,5,6,1,1,1,5,1,5,1,1,2,2,2,3,1,2,1,1,1,4,4,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,0,7,10,2,6,10,8,1,1,10,10,0,10,7,5,5,5,9,0,0,3,2,2,10,1,2,3,2,1,2,2,2,2,2,5,5,0,0,0,,,,,0,0,1,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,1,1,11,12,1,1,1,1,7,40,1,,12,21,1,1,,,5,1,1,0.825979219092917,1.211966894178,1.22502783949997
14632,"20230618.62403.231",1963,,,"",1,2,1,,,,,,,,,,,,17,2,,4,,"",,,,"",,,,,"Es ist eine Preisabsprache oder kartell, das ist in der CH verboten",10,,,"",99,,4,2,,4,,"",,,,"",,,,"Man kann nicht die CH fluten mit Menschen und alles zubetonieren, gleichzeitig jammern wegen dem Klima und Natur. Das ist scheinheilig.",41,90,,,"",99,,,,2,2,,4,,"",,,,"",,,,"",99,90,,"",,,,2,0,1,5,0,0,0,0,0,0,0,6,0,0,7,0,5,0,5,9,5,5,5,5,1,6,6,2,6,1,1,1,6,4,6,1,1,4,3,4,2,2,1,1,1,1,4,4,4,2,1,1,1,1,4,4,4,1,1,1,1,0,0,0,5,4,0,0,8,8,0,0,8,0,0,6,4,0,4,4,6,0,0,5,3,1,10,1,1,5,1,1,4,4,1,1,2,3,3,0,0,0,,,,,2,0,5,0,0,0,0,,,,,0,0,,,,,,0,0,3,0,0,0,2,0,3,3,1,1,2,2,,,32,1,,12,10,1,2,32,3,6,1,2,0.678831528250163,0.750612620690054,0.737002335546143
11776,"20230618.54698.231",1960,,,"",2,2,1,,,,,,,,,,,,17,1,3,,,"sozialer Ausgleich",49,,,"",99,,,,"",,,,"",,,8,1,4,,,"forcieren der alternativen Energieträger",44,,,"Weg von fossilen Brennstoffen",44,,,"",,,,,"",,,,,8,2,,8,,"",,,,"",,,,"Umgang mit Alter und Menschen mit Behinderungen, Schwächung der Wirtschaft",39,90,,"zu grosse Einmischung des Staates in die persönliche Freiheit",25,,,10,7,7,7,0,7,7,6,6,7,2,1,0,7,8,0,98,98,5,2,3,1,2,6,2,5,3,2,5,6,2,2,6,1,5,2,2,2,2,2,2,1,3,1,1,2,1,2,2,1,1,4,1,1,3,2,3,1,1,2,2,7,10,7,0,2,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,6,1,4,1,10,5,1,1,1,1,1,1,5,5,1,1,1,0,0,5,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,4,4,1,5,0,8,9,1,2,1,2,5,51,7,3,32,22,2,2,51,3,9,1,1,0.166427104581835,0.161712928372345,0.219736642898277
11343,"20230618.53576.231",1960,,,"",2,4,1,,,,,,,,,,,,16,1,4,,,"weil ich das richtig finde",12,,,"",99,,,,"",,,,"",,,0,2,,4,,"",,,,"",,,,"Weil das absolut keinen Sinn hat, wir als kleine Schweiz müüssen immer alles machen. Asien und USA, die wirklich verdrecker sind interessiert es überhaupt nicht.",44,,,,"weil Geld verschleudert wird und es trozdem nicht nützt",34,,,,10,2,,4,,"",,,,"",,,,"Das Ganze war im nachhinein gesehen alles nur Betrug. Die Impfungen nur um Geld zu verdienen, da gab es Berichte dass die Impfungen mehr geschadet haben als genützt.",42,55,,"So wie es die Grippe gibt, gibt es Covid, beide können tödlich seinm aber das Tamtam wegem Coronavirus hat den Menschen sehr geschadet gesundheitlich die ganze Panik war grausam, denn so schlimm war es nicht. Es sterben jedes Jahr Millioonen Menschen an Tuberkukose, keiner schert sich darum.",41,,,0,2,2,2,2,2,2,98,98,1,1,1,1,7,6,0,98,98,98,8,8,8,8,8,8,8,8,1,8,1,8,8,8,1,6,1,1,1,2,1,8,1,8,8,1,1,4,4,4,1,1,1,1,1,4,4,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,3,4,4,4,6,1,1,4,1,98,1,1,1,1,1,3,2,2,2,2,5,1,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,6,18,2,2,2,,,32,7,3,33,10,8,1,,,9,3,2,1.09656251499115,1.01210977959503,0.953867040967357
17340,"20230618.69469.231",1966,,,"",1,1,1,,,,,,,,,,,,2,1,4,,,"Si tratta di stabilire una equità di trattamento per le imprese multinazionali a livello europeo. La concorrenza fiscale non funziona a livello Svizzero con grosse disparità tra cantoni, disparità che devono essere equilibrate tramite macchinosi processi di perequazione fiscale. Se vogliamo essere partner affidabili a livello internazionale non possiamo esimerci da un'armonizzazione per rimanere credibili.",32,,,"Ragioni di natura etica. La fiscalità deve armonizzare l'andamento economico, redistribuendo gli introiti, onde favorire le PMI. In caso contrario si finisce in una situazione di monopolio, dove l'industria impone il prezzo dei prodotti, limitando nel contempo l'innovazione.",34,42,,,"",,,,"",,,10,1,4,,,"Un radicale cambiamento di rotta dal profilo della produzione energetica a livello mondiale è urgente e forse arriva già tardi per evitare il ""greenhouse runaway effect"", trasformando la Terra in un luogo inospitale come Venere. La lobby atomica e dei combustibili fossili sa benissimo che il fotovoltaico e l'eolico costano già ora meno e che i prezzi scendono continuamente per effetto di scala. I proprietari di stabili devono essere incentivati ad investire in tal senso in maniera molto più spinta. La mobilità individuale non ha bisogno di essere incentivata in quanto già adesso guidare un'auto elettrica impiega 1/6 dell'energia (nel mio caso) e non costa nulla in manutenzione. Nel 2030 non ci saranno più auto endotermiche da un pezzo. Il problema dello stoccaggio va risolto con l'innalzamento delle dighe esistenti e con la realizzazione di altre forme di stoccaggio energetico. Il buon A",45,47,33,"L'indipendenza energetica a livello internazionale è fondamentale per affrontare periodi incerti come la situazione geopolitica attuale. Non possiamo restare legati con un cordone ombelicale con centrali nucleari in regioni di guerra, centrali a carbone della Germania o importare gas dall'Italia e di riflesso dalla Russia o dall'Algeria...",36,,,"",,,,,"",,,,,10,2,,4,,"",,,,"",,,,"Una pandemia non si lascia contenere con le misure attuate, in maniera economicamente sostenibile. L'evoluzione epidemiologica della pandemia è stata influenzata in maniera minima dalle misure mediche e politiche attuate. Nelle prime 2 ondate pandemiche la mortalità non è stata praticamente influenzata, in quanto non c'erano vaccini e il virus aveva un'elevata letalità per certe popolazioni a rischio (maschi giovani e anziani fragili di ogni sesso). La mortalità dei ricoverati e intubati in Ticino è risultata molto elevata, vanificando la spesa sanitaria in tal senso.  Nella terza ondata, quando il virus era già meno letale, i vaccini hanno dato un modesto contributo nelle curve di mortalità, largamente sopravvalutato secondo me.  Lo scandalo è che la Svizzera ha investito miliardi in una start up (Moderna), quotata sul nasdaq da circa 10 anni (cordata di investitori di dubbia provenienz",31,52,,"tante, troppe da elencare in dettaglio",12,,,1,3,4,2,3,3,2,4,98,9,3,1,5,10,98,8,0,6,3,1,1,1,1,5,8,3,1,1,1,6,6,4,6,1,3,1,1,2,1,1,4,3,4,1,1,1,1,4,1,4,4,4,1,1,2,3,3,2,2,2,3,8,3,2,4,0,5,0,8,0,0,0,0,0,0,0,8,5,0,0,5,2,0,5,5,1,10,5,2,2,1,1,2,4,5,5,5,5,5,,,,,,0,5,0,0,,,,,,,0,0,0,,,,,,0,0,0,,,,5,,0,5,0,98,2,1,1,2,,,60,1,,11,10,1,1,,,14,1,2,0.0429864286667816,0.045989082642305,0.0431552221399872
11205,"20230618.53206.231",2000,,,"",2,2,1,,,,,,,,,,,,5,3,,,4,"",,,,"",,,,,"",,,,"",,,3,1,4,,,"Le réchauffement climatique et tout ce qui va avec est un sujet très important pour moi. Il faut faire bouger les choses avec des décisions radicales mais qui permettent d’avancer",45,,,"",99,,,"",,,,,"",,,,,10,2,,2,,"",,,,"",,,,"Je trouve qu’on en fait trop pour le Covid et pas assez pour l’écologie. Nous prenons des décisions et sommes prêts à dépenser beaucoup d’argent car la peur prend le dessus mais pour l’écologie il faut toujours des années avant que ça se mette en place. Lorsque ce sera la catastrophe et bien c’est là qu’on va agir mais par précipitations. Lorsqu’on agit précipitamment, c’est ainsi que les erreurs surviennent",32,44,,"",99,,,6,7,8,6,7,7,7,98,6,8,6,7,5,7,7,8,98,98,98,3,5,1,2,2,3,6,6,2,2,8,3,1,9,2,6,2,8,8,2,8,8,8,8,3,1,1,2,2,2,3,3,4,1,2,4,3,3,8,1,2,3,5,3,6,6,6,6,6,6,6,6,2,7,6,6,5,4,5,6,5,2,6,6,10,2,1,10,3,3,4,1,1,3,3,3,1,4,4,2,98,,,2,1,,,2,2,,,,,,0,,,,0,,0,1,1,,,0,,,,2,,1,1,0,11,5,1,1,1,1,7,33,98,,,23,,4,52,1,13,1,8,0.436632527356007,0.477528409203634,0.411614032931893
10346,"20230618.50933.231",1969,,,"",2,3,1,,,,,,,,,,,,4,2,,2,,"",,,,"",,,,,"des impôts en plus, le départ de grandes entreprises",31,,,"",99,,5,2,,2,,"",,,,"",,,,"La protection du climat est importante mais cette loi n'est pas la bonne à mon avis. On ne peut pas tout miser que sur l'electricité. Les bateries des voitures électriques sont une aberration écologique. Les propriétaires de maison n'ont pas toujours les moyens d'investir pour changer leur système de chauffage.",26,59,,,"",99,,,,5,2,,2,,"",,,,"",,,,"Aucune envie de recommancer des confinements, des interdictions pour se rendre compte maintenant que la vaccination n'est pas la seule solution. Je connais des personnes qui n'ont pas eu le Covid mais qui ont maintenant un Covid long suite à la vaccination. Je précise que je ne suis pas contre les vaccins. Dans la situation du Covid, tout a été fait dans la peur et la précipitation, comme il s'agit quand même d'un nouveau vaccin expérimental, il n'est pas normal que les laboratoires ne puissent pas aider financièrement les personnes souffrant d'effets secondaires suite aux vaccins (j'en connais aussi).",28,42,,"",99,,,7,5,5,5,4,4,5,5,7,4,6,4,4,4,7,5,98,4,5,4,5,4,2,4,4,5,4,1,4,3,2,2,5,4,5,2,3,2,2,3,2,2,2,3,2,3,3,2,3,2,1,2,2,3,2,3,3,1,1,2,3,5,5,5,5,6,5,5,5,3,1,5,0,4,4,4,5,5,4,3,5,5,5,8,2,1,9,4,4,2,2,2,4,2,4,4,4,4,4,1,,,1,4,,,1,3,,,,,,1,,,,1,,98,1,1,,,4,,,,2,,4,2,4,6,4,1,2,1,1,4,32,3,,32,21,1,1,,,10,3,2,1.15213943908282,0.851972751024002,0.950780025906964
15438,"20230618.64493.231",1960,,,"",2,1,1,,,,,,,,,,,,16,1,4,,,"Que les impôts restent dans notre pays",33,,,"",99,,,,"",,,,"",,,7,2,,4,,"",,,,"",,,,"Je vis dans une région périphérique (en Valais) et me demande à quoi nous allons être ""mangés"". Pas du tout confiance dans les promesses émises pour faire passer cette loi.",57,52,,,"Le climat a changé depuis la nuit des temps.  Quand je vois le comportement des ""défenseurs du climat"" (mains collées au goudron, voyages en avion, aucun respect de l'Etat de droit), non je ne peux pas approuver.  Je vis dans une région où mes ancêtres ont toujours eu grand soin de la nature et les paysans qui gèrent la compagne actuellement aussi.  Je suis très septique devant tout ce qui va se mettre en place et pour quel(s) résultat(s) ???",43,53,,,2,2,,4,,"",,,,"",,,,"Nous avons subi en 2020-2022, une dictature sanitaire étouffante qui m'a laissé sans voix.  Ce que prépare l'OMS m'effraie et de donner tout pouvoir au Conseil Fédéral en quelque sorte me révolte.  Jamais l'autorité ne pourra mettre l'ensemble de la population sous un même dénominateur commun - quel qu'en soit le prix à payer et personnellement je le paierai - et c'est très heureux.  L'obligation vaccinale - sur les populations saines - et le passe sanitaire sont une honte.",24,42,,"Je crois que tout a été dit.  Personnellement je ne me plierai pas à ce didakt.",12,,,1,2,2,2,1,6,1,0,7,0,0,0,0,0,7,0,1,0,8,5,6,5,3,3,1,6,5,2,3,1,1,1,5,5,1,2,1,8,2,1,2,2,8,1,1,1,4,4,3,1,1,3,1,1,4,4,4,1,1,1,3,5,0,3,5,5,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,2,0,5,2,2,10,1,5,2,4,2,4,4,1,3,1,1,1,0,,,0,0,,,0,2,,,,,,2,,,,0,,1,2,0,,,1,,,,4,,0,3,0,2,16,1,1,1,2,7,32,3,,33,21,2,1,,,5,1,2,0.990824913875732,1.08500399050462,1.08151132665062
14108,"20230618.60996.231",1969,,,"",2,2,1,,,,,,,,,,,,16,2,,2,,"",,,,"",,,,,"Zuviel Geld geht an die Kantone. Ich bin dafür, dass mehr Geld beim Bund bleibt und für die Bevölkerung genutzt wird.",21,,,"",99,,3,2,,2,,"",,,,"",,,,"Weil wir jetzt bereits zuwenig Strom haben, hohe Stromkosten",32,31,,,"",99,,,,5,2,,4,,"",,,,"",,,,"Die Verlängerung des Covid 19 Gesetzes ist unnötig und kann uns wieder stark einschränken. Jeder darf selber für sich bestimmen ob er sich Impfen lassen möchte oder nicht. Es soll nicht noch einmal geschehen, dass sich Familien so zerstreiten nur weil man sich für die Eine oder Andere Seite entschieden hat. Demokratie!",27,42,,"",99,,,8,5,5,4,1,4,4,3,2,5,1,3,3,5,5,5,7,5,4,3,3,2,3,4,2,3,2,1,2,6,1,2,6,1,3,2,2,1,3,2,2,2,3,2,1,2,1,3,2,2,2,4,1,1,3,4,4,1,1,1,2,5,0,5,4,0,0,2,6,0,0,0,0,4,0,5,0,4,0,0,0,2,0,3,3,2,5,1,1,1,1,1,3,1,4,4,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,3,3,0,4,0,8,5,1,1,1,1,1,32,3,,33,21,2,2,51,3,15,1,2,1.54823227476993,1.54286703114966,1.89167108027849
14103,"20230618.60988.231",1970,,,"",2,2,1,,,,,,,,,,,,1,1,4,,,"damit das Geld in der CH bleibt",33,,,"",99,,,,"",,,,"",,,8,2,,4,,"",,,,"",,,,"Bundesbern bekommt zu viel Macht über Entscheidunen",29,,,,"Viele setzen auf E-Mobilität. Das alleine kann nicht die Lösung sein",26,,,,10,2,,4,,"",,,,"",,,,"Sämltiche Massnahmen wie Lockdown, Maskenpflicht, Personen treffen etc. war reine Nötigung. Am schlimsmten aber war die Diskriminierung von uns ungeimpften.",43,42,,"solche willkürlichen Entscheide dürfen nciht mehr passieren.",23,,,10,1,1,3,0,2,2,6,6,0,0,2,0,2,7,0,9,4,9,4,5,4,4,3,1,5,4,1,5,1,1,1,6,3,4,1,1,2,1,1,2,2,4,1,1,1,4,3,3,2,1,4,1,1,4,4,4,1,1,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,0,0,2,5,1,10,1,1,1,1,2,5,1,3,2,2,5,1,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,5,0,0,0,0,1,0,0,0,6,1,1,1,2,,,32,3,,33,21,1,3,,,12,1,2,1.64376727188246,1.83711944956397,1.8569174463541
15316,"20230618.64172.231",1990,,,"",2,2,1,,,,,,,,,,,,16,2,,2,,"",,,,"",,,,,"",99,,,"",,,6,2,,2,,"",,,,"",,,,"Je trouve tout à fait pertinent de sortir des énergies fossiles, cependant avant de se lancer dans ces changements radicaux peut-être aurait il été intelligent de se questionner sur quelles énergies vont pouvoir les remplacer...je doute que le solaire et l'éolien suffise et si j'ai bien compris la Suisse aussi sera en pénurie d'eau par la suite...donc l'hydraulique qui fournit actuellement une bonne quantité d'énergie ne va pas être aussi sûre qu'elle l'est pour le moment. Alors qu'elle sera l'énergie miracle?... Le biogaz? En tout cas pas la marine, ni la musculaire ...? ;)",26,,,,"",99,,,,10,2,,4,,"",,,,"",,,,"Je ne comprends pas et encore plus maintenant avec le petit peu de recul que nous ayons, comment les gens ont pu accepter une loi aussi radical et qui déchire la population en deux...les parias et les vaccinés...on est où? Dans un camp entre 39-45? Si on regarde ce qui se passe chez nos amis les chinois qui ont voulu tout contenir, ben on aurait la réponse tout de suite... Et c'est radical comme façon de penser, mais où une espèce (animale, végétale, humaine, ...) s'adapte, ou elle crève! Donc ce n'est pas en ne permettant pas à nos corps de faire nos anticorps qu'on va pouvoir se débarrasser de cette maladie. Et oui, il y aura des morts comme chaque fois...a-t-on oublié que la vie n'est pas éternelle et que bien que tragique, nous allons tous mourir un jour?",43,42,,"",99,,,10,5,6,5,5,5,5,5,7,7,3,98,1,8,7,7,98,98,98,3,6,3,1,5,4,6,3,1,2,6,2,3,4,3,5,2,2,2,8,8,8,2,8,8,8,2,2,3,8,2,2,3,1,1,4,4,4,1,1,1,3,4,0,0,6,10,0,6,4,2,0,0,0,0,0,98,5,5,2,2,2,6,2,7,3,2,9,1,3,2,2,1,3,1,1,1,1,1,3,0,,,0,0,,,0,0,,,,,,0,,,,0,,0,2,1,,,3,,,,0,,0,3,2,6,16,1,1,2,,,52,3,,33,22,2,2,32,3,7,1,2,1.67696264140574,0.974785261383071,1.51706548450289
13345,"20230618.58889.231",1986,,,"",2,3,1,,,,,,,,,,,,1,1,4,,,"",99,,,"",,,,,"",,,,"",,,5,2,,4,,"",,,,"",,,,"Klima-Lüge",43,,,,"",99,,,,10,2,,4,,"",,,,"",,,,"Maskenterror/Impfterror/ Corona-Lüge",42,41,,"",99,,,10,0,1,4,0,3,7,2,6,3,8,0,6,0,8,0,0,5,6,3,6,1,3,3,1,6,1,2,6,1,6,1,6,1,1,2,1,3,1,1,4,1,4,1,1,1,4,3,4,3,1,4,1,1,4,3,2,1,8,1,1,0,3,3,6,0,3,0,3,0,0,3,6,3,0,3,5,0,3,2,0,5,0,10,3,1,10,3,5,1,1,1,5,1,4,3,2,5,1,0,0,0,,,,,0,5,0,0,0,0,0,,,,,0,0,,,,,,5,0,0,0,2,1,0,4,5,6,1,1,2,2,,,32,3,,32,21,1,4,51,3,12,2,1,1.54741699249511,1.72943573103446,1.74807325787566
13305,"20230618.58801.231",2000,,,"",1,2,1,,,,,,,,,,,,1,2,,8,,"",,,,"",,,,,"",99,,,"",,,0,2,,4,,"",,,,"",,,,"Perché per me non è il modo corretto per affrontare il problema. Da una parte lottiamo per il clima dall'altra parte accettiamo le aperture domenicali e sprechiamo inutilmente la corrente.",26,,,,"",99,,,,10,2,,4,,"",,,,"",,,,"Non condivido che qualcuno faccia quello che pensa che sia giusto senza chiedermi. Non sono convinto che il COVID -19 sia veramente stato così come stato descritto.",27,41,,"",99,,,10,5,0,7,0,98,5,3,98,0,0,98,5,0,98,0,98,98,9,5,6,6,2,3,3,5,4,8,9,9,1,1,6,3,6,8,1,8,2,2,8,1,8,8,2,1,4,1,8,1,1,2,1,1,2,4,4,1,1,2,1,4,0,7,0,0,0,0,7,3,0,0,6,7,6,5,98,98,98,98,98,98,98,98,1,1,10,2,5,4,3,3,4,4,1,3,3,5,4,,,,,,1,1,0,5,,,,,,,1,1,2,,,,,,0,1,5,,,,1,,2,0,0,98,18,2,2,2,,,33,5,3,33,10,2,4,31,98,98,3,1,0.415308480761745,0.299180216172384,0.264417844803857
15539,"20230618.64772.231",1985,,,"",1,4,1,,,,,,,,,,,,16,2,,1,,"",,,,"",,,,,"",99,,,"",,,0,2,,4,,"",,,,"",,,,"Le climat est devenu une mode. Tant que, du côté des gros consomateurs ainsi que la classe aisée rien ne sera fait, ce sujet sera refusé pour ma part. Par exemple, déplacements en avions, économie d'énergie dans les entreprises (lumières et autres),isolation des logements par les propriétaires,...",51,,,,"",99,,,,98,2,,4,,"",,,,"",,,,"Cette mascarade à duré bien trop longtemps. Cette loi n'a plus aucune raison d'être. A quand une loi sur la grippe saisonnière ou le Rhume des foins?",23,41,,"",99,,,10,0,0,0,0,0,3,4,4,0,4,0,0,3,3,0,98,0,98,6,6,4,4,8,6,6,6,6,8,2,1,1,6,2,5,2,3,8,8,2,8,1,1,4,1,1,3,2,4,1,4,8,1,1,4,4,4,1,1,1,1,0,0,0,1,3,1,1,5,0,0,1,3,0,1,0,0,0,2,0,0,2,0,3,5,2,10,1,4,1,1,1,4,1,1,1,1,4,4,0,,,0,0,,,1,4,,,,,,0,,,,0,,0,0,0,,,4,,,,0,,0,0,0,6,16,1,1,2,,,33,3,,33,10,2,1,,,14,1,1,0.601513882751991,0.50163309225297,0.563678387918348
